id,DIAC1_2,DIAC1_3,DIAC4_1,DIAC5_1,ANT2_1,CLIM1_3,CLIM2_5,TFV_G11_GROUP,LITH1_1,LITH2_2,LITH4_2,DEM1_1,DEM2_4,DEM4_1
461,0.031,-0.019,6.607350337,0.4,42.48008665,24.80830181,-11.82795699,Feuillus,0.6929459769,8.35E-12,8.35E-12,1467,38,92
644,0.234,3.256,1.379164021,1,0,-4.977021609,-9.701492537,Feuillus,0.6931471808,8.35E-12,1.000004502,1254,24,251
282,0.231,1.2,10.88308676,2.6,0,33.40852428,-10.09174312,Conifères,0.5370573544,0.295624427,8.35E-12,1821,29,162
474,0.337,15.272,5.402423669,25.6,0,17.0389049,-10.08403361,Conifères,6.64E-10,8.35E-12,8.35E-12,1570,32,265
292,0.197,0.592,1.921091366,80.2,0,24.65645858,-12.64367816,Conifères,6.64E-10,8.35E-12,8.35E-12,1589,27,143
639,0.623,6.504,3.550678315,146,0,-5.282669138,-10.61946903,Conifères,0.9902259161,0.7187189192,0.2812793185,1281,22,222
516,0.107,0.283,6.142109618,1.6,231.1196196,7.830073788,-15.18987342,Conifères,0.6926709145,8.36E-12,0.9401263871,2050,35,235
276,0.294,2.186,12.4395667,108.4,0,24.0316626,-14.49275362,Conifères,0.6931471808,8.35E-12,8.35E-12,1829,30,197
354,0.236,0.836,2.772714416,66.2,0,17.20406522,-14.28571429,Conifères,1.03964572,0.5086695761,0.4913310505,1989,31,308
616,0.126,0.466,6.856138228,96.6,0,16.8371625,-10.34482759,Conifères,0.5029256344,0.0003122618554,0.2496806272,2150,35,269
355,0.073,2.04,1.695673575,57,0,16.61627448,-16.43835616,Conifères,0.9468070296,0.7949526824,0.2050468079,2132,23,304
19,0.08,1.165,2.156109613,-18.4,471.0576395,22.06920698,-18.33333333,Conifères,0.7014918576,0.9976306478,0.002369310463,2286,19,169
26,0.179,4.47,2.631294581,1.8,520.244428,19.97929042,-21.21212121,Conifères,1.03339715,0.4206473438,0.5793519376,2370,32,280
27,0.067,0.826,3.006307784,1.2,379.8111465,20.12798775,-19.6969697,Conifères,0.8524784754,0.902912731,0.09709973545,2292,21,283
617,0.076,1.431,1.887929263,104.8,0,16.55650808,-16.43835616,Conifères,0.6931471808,1.000000084,8.36E-12,2145,22,295
708,0.101,2.153,1.504607536,83,601.3520919,15.23112529,-18.57142857,Conifères,0.8865979369,0.1302709944,0.8697293482,2401,35,179
